Date,Time,Temperature,Humidity,Light,DateTime
2018/10/12,10:33:36,55.0,48.0,859.5,20181012103336
2018/10/12,10:33:38,55.7,49.0,874.9,20181012103338
2018/10/12,10:33:40,57.0,50.0,887.0,20181012103340
2018/10/12,10:33:42,58.9,51.0,895.4,20181012103342
2018/10/12,10:33:44,61.3,52.0,899.5,20181012103344
2018/10/12,10:33:46,64.0,52.9,899.3,20181012103346
2018/10/12,10:33:48,67.0,53.7,894.7,20181012103348
2018/10/12,10:33:50,70.1,54.3,886.0,20181012103350
2018/10/12,10:33:52,73.2,54.7,873.6,20181012103352
2018/10/12,10:33:54,76.2,54.9,857.9,20181012103354
2018/10/12,10:33:56,78.9,54.9,839.6,20181012103356
2018/10/12,10:33:58,81.2,54.7,819.7,20181012103358
2018/10/12,10:34:00,83.0,54.3,798.8,20181012103400
2018/10/12,10:34:02,84.3,53.6,778.1,20181012103402
2018/10/12,10:34:04,84.9,52.8,758.2,20181012103404
2018/10/12,10:34:06,84.8,51.9,740.3,20181012103406
2018/10/12,10:34:08,84.2,50.9,724.9,20181012103408
2018/10/12,10:34:10,82.9,49.9,712.8,20181012103410
2018/10/12,10:34:12,81.0,48.9,704.5,20181012103412
2018/10/12,10:34:14,78.6,47.9,700.4,20181012103414
2018/10/12,10:34:16,75.9,47.0,700.6,20181012103416
2018/10/12,10:34:18,72.9,46.2,705.2,20181012103418
2018/10/12,10:34:20,69.8,45.6,714.0,20181012103420
2018/10/12,10:34:22,66.7,45.2,726.5,20181012103422
2018/10/12,10:34:24,63.7,45.0,742.2,20181012103424
2018/10/12,10:34:26,61.0,45.0,760.4,20181012103426
2018/10/12,10:34:28,58.7,45.2,780.4,20181012103428
2018/10/12,10:34:30,56.9,45.7,801.2,20181012103430
2018/10/12,10:34:32,55.6,46.3,822.0,20181012103432
2018/10/12,10:34:34,55.0,47.1,841.8,20181012103434
2018/10/12,10:34:36,55.1,48.0,859.8,20181012103436
2018/10/12,10:34:38,55.7,49.0,875.1,20181012103438
2018/10/12,10:34:40,57.1,50.0,887.2,20181012103440
2018/10/12,10:34:42,58.9,51.1,895.5,20181012103442
2018/10/12,10:34:44,61.3,52.0,899.5,20181012103444
2018/10/12,10:34:46,64.0,52.9,899.2,20181012103446
2018/10/12,10:34:48,67.0,53.7,894.6,20181012103448
2018/10/12,10:34:50,70.2,54.3,885.8,20181012103450
2018/10/12,10:34:52,73.3,54.7,873.3,20181012103452
2018/10/12,10:34:54,76.2,54.9,857.6,20181012103454
2018/10/12,10:34:56,78.9,54.9,839.3,20181012103456
2018/10/12,10:34:58,81.2,54.7,819.3,20181012103458
2018/10/12,10:35:00,83.0,54.2,798.5,20181012103500
2018/10/12,10:35:02,84.3,53.6,777.7,20181012103502
2018/10/12,10:35:04,84.9,52.8,757.9,20181012103504
2018/10/12,10:35:06,84.8,51.9,740.0,20181012103506
2018/10/12,10:35:08,84.1,50.9,724.6,20181012103508
2018/10/12,10:35:10,82.8,49.9,712.6,20181012103510
2018/10/12,10:35:12,80.9,48.8,704.4,20181012103512
2018/10/12,10:35:14,78.6,47.8,700.3,20181012103514
2018/10/12,10:35:16,75.8,46.9,700.7,20181012103516
2018/10/12,10:35:18,72.8,46.2,705.3,20181012103518
2018/10/12,10:35:20,69.7,45.6,714.1,20181012103520
2018/10/12,10:35:22,66.6,45.2,726.7,20181012103522
2018/10/12,10:35:24,63.6,45.0,742.5,20181012103524
2018/10/12,10:35:26,60.9,45.0,760.7,20181012103526
2018/10/12,10:35:28,58.6,45.2,780.7,20181012103528
2018/10/12,10:35:30,56.8,45.7,801.6,20181012103530
2018/10/12,10:35:32,55.6,46.3,822.3,20181012103532
2018/10/12,10:35:34,55.0,47.1,842.1,20181012103534
2018/10/12,10:35:36,55.1,48.0,860.1,20181012103536
2018/10/12,10:35:38,55.8,49.0,875.4,20181012103538
2018/10/12,10:35:40,57.1,50.0,887.4,20181012103540
2018/10/12,10:35:42,59.0,51.1,895.6,20181012103542
2018/10/12,10:35:44,61.3,52.1,899.6,20181012103544
2018/10/12,10:35:46,64.1,53.0,899.2,20181012103546
2018/10/12,10:35:48,67.1,53.7,894.5,20181012103548
2018/10/12,10:35:50,70.2,54.3,885.7,20181012103550
2018/10/12,10:35:52,73.3,54.7,873.1,20181012103552
2018/10/12,10:35:54,76.3,54.9,857.3,20181012103554
2018/10/12,10:35:56,79.0,54.9,839.0,20181012103556
2018/10/12,10:35:58,81.3,54.7,819.0,20181012103558
2018/10/12,10:36:00,83.1,54.2,798.1,20181012103600
2018/10/12,10:36:02,84.3,53.6,777.4,20181012103602
2018/10/12,10:36:04,84.9,52.8,757.6,20181012103604
2018/10/12,10:36:06,84.8,51.9,739.7,20181012103606
2018/10/12,10:36:08,84.1,50.9,724.4,20181012103608
2018/10/12,10:36:10,82.8,49.9,712.4,20181012103610
2018/10/12,10:36:12,80.9,48.8,704.3,20181012103612
2018/10/12,10:36:14,78.5,47.8,700.3,20181012103614
2018/10/12,10:36:16,75.8,46.9,700.7,20181012103616
2018/10/12,10:36:18,72.8,46.2,705.5,20181012103618
2018/10/12,10:36:20,69.7,45.6,714.3,20181012103620
2018/10/12,10:36:22,66.5,45.2,726.9,20181012103622
2018/10/12,10:36:24,63.6,45.0,742.8,20181012103624
2018/10/12,10:36:26,60.9,45.0,761.1,20181012103626
2018/10/12,10:36:28,58.6,45.2,781.1,20181012103628
2018/10/12,10:36:30,56.8,45.7,801.9,20181012103630
2018/10/12,10:36:32,55.6,46.3,822.7,20181012103632
2018/10/12,10:36:34,55.0,47.1,842.4,20181012103634
2018/10/12,10:36:36,55.1,48.0,860.3,20181012103636
2018/10/12,10:36:38,55.8,49.0,875.6,20181012103638
2018/10/12,10:36:40,57.1,50.1,887.6,20181012103640
2018/10/12,10:36:42,59.0,51.1,895.7,20181012103642
2018/10/12,10:36:44,61.4,52.1,899.6,20181012103644
2018/10/12,10:36:46,64.1,53.0,899.2,20181012103646
2018/10/12,10:36:48,67.1,53.7,894.4,20181012103648
2018/10/12,10:36:50,70.3,54.3,885.5,20181012103650
2018/10/12,10:36:52,73.4,54.7,872.8,20181012103652
2018/10/12,10:36:54,76.3,54.9,857.0,20181012103654
2018/10/12,10:36:56,79.0,54.9,838.7,20181012103656
2018/10/12,10:36:58,81.3,54.7,818.6,20181012103658
2018/10/12,10:37:00,83.1,54.2,797.8,20181012103700
2018/10/12,10:37:02,84.3,53.6,777.0,20181012103702
2018/10/12,10:37:04,84.9,52.8,757.3,20181012103704
2018/10/12,10:37:06,84.8,51.9,739.4,20181012103706
2018/10/12,10:37:08,84.1,50.9,724.2,20181012103708
2018/10/12,10:37:10,82.8,49.8,712.3,20181012103710
2018/10/12,10:37:12,80.9,48.8,704.2,20181012103712
2018/10/12,10:37:14,78.5,47.8,700.3,20181012103714
2018/10/12,10:37:16,75.7,46.9,700.8,20181012103716
2018/10/12,10:37:18,72.7,46.2,705.6,20181012103718
2018/10/12,10:37:20,69.6,45.6,714.5,20181012103720
2018/10/12,10:37:22,66.5,45.2,727.2,20181012103722
2018/10/12,10:37:24,63.5,45.0,743.0,20181012103724
2018/10/12,10:37:26,60.9,45.0,761.4,20181012103726
2018/10/12,10:37:28,58.6,45.2,781.4,20181012103728
2018/10/12,10:37:30,56.8,45.7,802.3,20181012103730
2018/10/12,10:37:32,55.6,46.3,823.0,20181012103732
2018/10/12,10:37:34,55.0,47.1,842.8,20181012103734
2018/10/12,10:37:36,55.1,48.0,860.6,20181012103736
2018/10/12,10:37:38,55.8,49.0,875.8,20181012103738
2018/10/12,10:37:40,57.1,50.1,887.7,20181012103740
2018/10/12,10:37:42,59.0,51.1,895.8,20181012103742
2018/10/12,10:37:44,61.4,52.1,899.6,20181012103744
2018/10/12,10:37:46,64.2,53.0,899.1,20181012103746
2018/10/12,10:37:48,67.2,53.7,894.3,20181012103748
2018/10/12,10:37:50,70.3,54.3,885.3,20181012103750
2018/10/12,10:37:52,73.4,54.7,872.6,20181012103752
2018/10/12,10:37:54,76.4,54.9,856.7,20181012103754
2018/10/12,10:37:56,79.1,54.9,838.3,20181012103756
2018/10/12,10:37:58,81.3,54.7,818.3,20181012103758
2018/10/12,10:38:00,83.1,54.2,797.4,20181012103800
2018/10/12,10:38:02,84.3,53.6,776.7,20181012103802
2018/10/12,10:38:04,84.9,52.8,757.0,20181012103804
2018/10/12,10:38:06,84.8,51.9,739.1,20181012103806
2018/10/12,10:38:08,84.1,50.9,724.0,20181012103808
2018/10/12,10:38:10,82.7,49.8,712.1,20181012103810
2018/10/12,10:38:12,80.8,48.8,704.1,20181012103812
2018/10/12,10:38:14,78.5,47.8,700.3,20181012103814
2018/10/12,10:38:16,75.7,46.9,700.8,20181012103816
2018/10/12,10:38:18,72.7,46.1,705.7,20181012103818
2018/10/12,10:38:20,69.6,45.6,714.7,20181012103820
2018/10/12,10:38:22,66.4,45.2,727.4,20181012103822
2018/10/12,10:38:24,63.5,45.0,743.3,20181012103824
2018/10/12,10:38:26,60.8,45.0,761.7,20181012103826
2018/10/12,10:38:28,58.5,45.2,781.8,20181012103828
2018/10/12,10:38:30,56.8,45.7,802.6,20181012103830
2018/10/12,10:38:32,55.6,46.3,823.4,20181012103832
2018/10/12,10:38:34,55.0,47.1,843.1,20181012103834
2018/10/12,10:38:36,55.1,48.0,860.9,20181012103836
2018/10/12,10:38:38,55.8,49.0,876.1,20181012103838
2018/10/12,10:38:40,57.2,50.1,887.9,20181012103840
2018/10/12,10:38:42,59.1,51.1,895.9,20181012103842
2018/10/12,10:38:44,61.5,52.1,899.7,20181012103844
2018/10/12,10:38:46,64.2,53.0,899.1,20181012103846
2018/10/12,10:38:48,67.2,53.8,894.2,20181012103848
2018/10/12,10:38:50,70.4,54.3,885.1,20181012103850
2018/10/12,10:38:52,73.5,54.7,872.4,20181012103852
2018/10/12,10:38:54,76.4,54.9,856.4,20181012103854
2018/10/12,10:38:56,79.1,54.9,838.0,20181012103856
2018/10/12,10:38:58,81.4,54.7,818.0,20181012103858
2018/10/12,10:39:00,83.1,54.2,797.1,20181012103900
2018/10/12,10:39:02,84.3,53.6,776.4,20181012103902
2018/10/12,10:39:04,84.9,52.8,756.7,20181012103904
2018/10/12,10:39:06,84.8,51.9,738.9,20181012103906
2018/10/12,10:39:08,84.1,50.8,723.7,20181012103908
2018/10/12,10:39:10,82.7,49.8,711.9,20181012103910
2018/10/12,10:39:12,80.8,48.8,704.0,20181012103912
2018/10/12,10:39:14,78.4,47.8,700.2,20181012103914
2018/10/12,10:39:16,75.6,46.9,700.8,20181012103916
2018/10/12,10:39:18,72.6,46.1,705.8,20181012103918
2018/10/12,10:39:20,69.5,45.5,714.9,20181012103920
2018/10/12,10:39:22,66.4,45.2,727.7,20181012103922
2018/10/12,10:39:24,63.4,45.0,743.6,20181012103924
2018/10/12,10:39:26,60.8,45.0,762.0,20181012103926
2018/10/12,10:39:28,58.5,45.2,782.1,20181012103928
2018/10/12,10:39:30,56.7,45.7,803.0,20181012103930
2018/10/12,10:39:32,55.5,46.3,823.7,20181012103932
2018/10/12,10:39:34,55.0,47.1,843.4,20181012103934
2018/10/12,10:39:36,55.1,48.1,861.2,20181012103936
2018/10/12,10:39:38,55.8,49.1,876.3,20181012103938
2018/10/12,10:39:40,57.2,50.1,888.1,20181012103940
2018/10/12,10:39:42,59.1,51.1,896.0,20181012103942
2018/10/12,10:39:44,61.5,52.1,899.7,20181012103944
2018/10/12,10:39:46,64.3,53.0,899.0,20181012103946
2018/10/12,10:39:48,67.3,53.8,894.0,20181012103948
2018/10/12,10:39:50,70.4,54.4,884.9,20181012103950
2018/10/12,10:39:52,73.5,54.8,872.1,20181012103952
2018/10/12,10:39:54,76.5,54.9,856.1,20181012103954
2018/10/12,10:39:56,79.1,54.9,837.7,20181012103956
2018/10/12,10:39:58,81.4,54.7,817.6,20181012103958
2018/10/12,10:40:00,83.2,54.2,796.7,20181012104000
2018/10/12,10:40:02,84.4,53.6,776.0,20181012104002
2018/10/12,10:40:04,84.9,52.8,756.4,20181012104004
2018/10/12,10:40:06,84.8,51.8,738.6,20181012104006
2018/10/12,10:40:08,84.1,50.8,723.5,20181012104008
2018/10/12,10:40:10,82.7,49.8,711.8,20181012104010
2018/10/12,10:40:12,80.8,48.8,703.9,20181012104012
2018/10/12,10:40:14,78.4,47.8,700.2,20181012104014
2018/10/12,10:40:16,75.6,46.9,700.9,20181012104016
2018/10/12,10:40:18,72.6,46.1,705.9,20181012104018
2018/10/12,10:40:20,69.5,45.5,715.1,20181012104020
2018/10/12,10:40:22,66.3,45.1,727.9,20181012104022
2018/10/12,10:40:24,63.4,45.0,743.9,20181012104024
2018/10/12,10:40:26,60.7,45.0,762.4,20181012104026
2018/10/12,10:40:28,58.5,45.2,782.5,20181012104028
2018/10/12,10:40:30,56.7,45.7,803.3,20181012104030
2018/10/12,10:40:32,55.5,46.3,824.0,20181012104032
2018/10/12,10:40:34,55.0,47.2,843.7,20181012104034
2018/10/12,10:40:36,55.1,48.1,861.5,20181012104036
2018/10/12,10:40:38,55.9,49.1,876.5,20181012104038
2018/10/12,10:40:40,57.2,50.1,888.2,20181012104040
2018/10/12,10:40:42,59.2,51.2,896.1,20181012104042
2018/10/12,10:40:44,61.6,52.1,899.7,20181012104044
2018/10/12,10:40:46,64.3,53.0,899.0,20181012104046
2018/10/12,10:40:48,67.3,53.8,893.9,20181012104048
2018/10/12,10:40:50,70.5,54.4,884.8,20181012104050
2018/10/12,10:40:52,73.6,54.8,871.9,20181012104052
2018/10/12,10:40:54,76.5,54.9,855.8,20181012104054
2018/10/12,10:40:56,79.2,54.9,837.4,20181012104056
2018/10/12,10:40:58,81.4,54.6,817.3,20181012104058
2018/10/12,10:41:00,83.2,54.2,796.4,20181012104100
2018/10/12,10:41:02,84.4,53.5,775.7,20181012104102
2018/10/12,10:41:04,84.9,52.7,756.0,20181012104104
2018/10/12,10:41:06,84.8,51.8,738.3,20181012104106
2018/10/12,10:41:08,84.0,50.8,723.3,20181012104108
2018/10/12,10:41:10,82.7,49.8,711.6,20181012104110
2018/10/12,10:41:12,80.7,48.7,703.8,20181012104112
2018/10/12,10:41:14,78.3,47.8,700.2,20181012104114
2018/10/12,10:41:16,75.5,46.9,700.9,20181012104116
2018/10/12,10:41:18,72.5,46.1,706.0,20181012104118
2018/10/12,10:41:20,69.4,45.5,715.2,20181012104120
2018/10/12,10:41:22,66.3,45.1,728.1,20181012104122
2018/10/12,10:41:24,63.3,45.0,744.2,20181012104124
2018/10/12,10:41:26,60.7,45.0,762.7,20181012104126
2018/10/12,10:41:28,58.4,45.3,782.8,20181012104128
2018/10/12,10:41:30,56.7,45.7,803.7,20181012104130
2018/10/12,10:41:32,55.5,46.4,824.4,20181012104132
2018/10/12,10:41:34,55.0,47.2,844.0,20181012104134
2018/10/12,10:41:36,55.1,48.1,861.7,20181012104136
2018/10/12,10:41:38,55.9,49.1,876.7,20181012104138
2018/10/12,10:41:40,57.3,50.1,888.4,20181012104140
2018/10/12,10:41:42,59.2,51.2,896.2,20181012104142
2018/10/12,10:41:44,61.6,52.2,899.7,20181012104144
2018/10/12,10:41:46,64.4,53.0,898.9,20181012104146
2018/10/12,10:41:48,67.4,53.8,893.8,20181012104148
2018/10/12,10:41:50,70.5,54.4,884.6,20181012104150
2018/10/12,10:41:52,73.6,54.8,871.6,20181012104152
2018/10/12,10:41:54,76.6,54.9,855.6,20181012104154
2018/10/12,10:41:56,79.2,54.9,837.1,20181012104156
2018/10/12,10:41:58,81.5,54.6,816.9,20181012104158
2018/10/12,10:42:00,83.2,54.2,796.1,20181012104200
2018/10/12,10:42:02,84.4,53.5,775.3,20181012104202
2018/10/12,10:42:04,84.9,52.7,755.7,20181012104204
2018/10/12,10:42:06,84.8,51.8,738.0,20181012104206
2018/10/12,10:42:08,84.0,50.8,723.1,20181012104208
2018/10/12,10:42:10,82.6,49.8,711.4,20181012104210
2018/10/12,10:42:12,80.7,48.7,703.7,20181012104212
2018/10/12,10:42:14,78.3,47.7,700.2,20181012104214
2018/10/12,10:42:16,75.5,46.9,701.0,20181012104216
2018/10/12,10:42:18,72.5,46.1,706.2,20181012104218
2018/10/12,10:42:20,69.3,45.5,715.4,20181012104220
2018/10/12,10:42:22,66.2,45.1,728.4,20181012104222
2018/10/12,10:42:24,63.3,45.0,744.5,20181012104224
2018/10/12,10:42:26,60.6,45.0,763.0,20181012104226
2018/10/12,10:42:28,58.4,45.3,783.1,20181012104228
2018/10/12,10:42:30,56.7,45.7,804.0,20181012104230
2018/10/12,10:42:32,55.5,46.4,824.7,20181012104232
2018/10/12,10:42:34,55.0,47.2,844.3,20181012104234
2018/10/12,10:42:36,55.1,48.1,862.0,20181012104236
2018/10/12,10:42:38,55.9,49.1,877.0,20181012104238
2018/10/12,10:42:40,57.3,50.2,888.5,20181012104240
2018/10/12,10:42:42,59.2,51.2,896.3,20181012104242
2018/10/12,10:42:44,61.6,52.2,899.8,20181012104244
2018/10/12,10:42:46,64.4,53.1,898.9,20181012104246
2018/10/12,10:42:48,67.4,53.8,893.7,20181012104248
2018/10/12,10:42:50,70.6,54.4,884.4,20181012104250
2018/10/12,10:42:52,73.7,54.8,871.4,20181012104252
2018/10/12,10:42:54,76.6,54.9,855.3,20181012104254
2018/10/12,10:42:56,79.3,54.9,836.7,20181012104256
2018/10/12,10:42:58,81.5,54.6,816.6,20181012104258
2018/10/12,10:43:00,83.2,54.2,795.7,20181012104300
2018/10/12,10:43:02,84.4,53.5,775.0,20181012104302
2018/10/12,10:43:04,84.9,52.7,755.4,20181012104304
2018/10/12,10:43:06,84.8,51.8,737.8,20181012104306
2018/10/12,10:43:08,84.0,50.8,722.8,20181012104308
2018/10/12,10:43:10,82.6,49.7,711.3,20181012104310
2018/10/12,10:43:12,80.7,48.7,703.6,20181012104312
2018/10/12,10:43:14,78.2,47.7,700.1,20181012104314
2018/10/12,10:43:16,75.5,46.8,701.0,20181012104316
2018/10/12,10:43:18,72.4,46.1,706.3,20181012104318
2018/10/12,10:43:20,69.3,45.5,715.6,20181012104320
2018/10/12,10:43:22,66.2,45.1,728.6,20181012104322
2018/10/12,10:43:24,63.3,45.0,744.8,20181012104324
2018/10/12,10:43:26,60.6,45.0,763.3,20181012104326
2018/10/12,10:43:28,58.4,45.3,783.5,20181012104328
2018/10/12,10:43:30,56.6,45.7,804.4,20181012104330
2018/10/12,10:43:32,55.5,46.4,825.1,20181012104332
2018/10/12,10:43:34,55.0,47.2,844.6,20181012104334
2018/10/12,10:43:36,55.1,48.1,862.3,20181012104336
2018/10/12,10:43:38,55.9,49.1,877.2,20181012104338
2018/10/12,10:43:40,57.3,50.2,888.7,20181012104340
2018/10/12,10:43:42,59.3,51.2,896.3,20181012104342
2018/10/12,10:43:44,61.7,52.2,899.8,20181012104344
2018/10/12,10:43:46,64.5,53.1,898.8,20181012104346
2018/10/12,10:43:48,67.5,53.8,893.6,20181012104348
2018/10/12,10:43:50,70.6,54.4,884.2,20181012104350
2018/10/12,10:43:52,73.7,54.8,871.1,20181012104352
2018/10/12,10:43:54,76.7,54.9,855.0,20181012104354
2018/10/12,10:43:56,79.3,54.9,836.4,20181012104356
2018/10/12,10:43:58,81.5,54.6,816.2,20181012104358
2018/10/12,10:44:00,83.3,54.2,795.4,20181012104400
2018/10/12,10:44:02,84.4,53.5,774.7,20181012104402
2018/10/12,10:44:04,84.9,52.7,755.1,20181012104404
2018/10/12,10:44:06,84.8,51.8,737.5,20181012104406
2018/10/12,10:44:08,84.0,50.8,722.6,20181012104408
2018/10/12,10:44:10,82.6,49.7,711.1,20181012104410
2018/10/12,10:44:12,80.6,48.7,703.5,20181012104412
2018/10/12,10:44:14,78.2,47.7,700.1,20181012104414
2018/10/12,10:44:16,75.4,46.8,701.1,20181012104416
2018/10/12,10:44:18,72.4,46.1,706.4,20181012104418
2018/10/12,10:44:20,69.2,45.5,715.8,20181012104420
2018/10/12,10:44:22,66.1,45.1,728.9,20181012104422
2018/10/12,10:44:24,63.2,45.0,745.1,20181012104424
2018/10/12,10:44:26,60.6,45.0,763.7,20181012104426
2018/10/12,10:44:28,58.3,45.3,783.8,20181012104428
2018/10/12,10:44:30,56.6,45.7,804.7,20181012104430
2018/10/12,10:44:32,55.5,46.4,825.4,20181012104432
2018/10/12,10:44:34,55.0,47.2,845.0,20181012104434
2018/10/12,10:44:36,55.1,48.1,862.5,20181012104436
2018/10/12,10:44:38,55.9,49.1,877.4,20181012104438
2018/10/12,10:44:40,57.3,50.2,888.9,20181012104440
2018/10/12,10:44:42,59.3,51.2,896.4,20181012104442
2018/10/12,10:44:44,61.7,52.2,899.8,20181012104444
2018/10/12,10:44:46,64.5,53.1,898.8,20181012104446
2018/10/12,10:44:48,67.6,53.8,893.4,20181012104448
2018/10/12,10:44:50,70.7,54.4,884.0,20181012104450
2018/10/12,10:44:52,73.8,54.8,870.9,20181012104452
2018/10/12,10:44:54,76.7,54.9,854.7,20181012104454
2018/10/12,10:44:56,79.4,54.9,836.1,20181012104456
2018/10/12,10:44:58,81.6,54.6,815.9,20181012104458
2018/10/12,10:45:00,83.3,54.2,795.0,20181012104500
2018/10/12,10:45:02,84.4,53.5,774.3,20181012104502
2018/10/12,10:45:04,84.9,52.7,754.8,20181012104504
2018/10/12,10:45:06,84.8,51.8,737.2,20181012104506
2018/10/12,10:45:08,84.0,50.7,722.4,20181012104508
2018/10/12,10:45:10,82.5,49.7,711.0,20181012104510
2018/10/12,10:45:12,80.6,48.7,703.4,20181012104512
2018/10/12,10:45:14,78.1,47.7,700.1,20181012104514
2018/10/12,10:45:16,75.4,46.8,701.2,20181012104516
2018/10/12,10:45:18,72.3,46.1,706.5,20181012104518
2018/10/12,10:45:20,69.2,45.5,716.0,20181012104520
2018/10/12,10:45:22,66.1,45.1,729.1,20181012104522
2018/10/12,10:45:24,63.2,45.0,745.4,20181012104524
2018/10/12,10:45:26,60.5,45.0,764.0,20181012104526
2018/10/12,10:45:28,58.3,45.3,784.2,20181012104528
2018/10/12,10:45:30,56.6,45.8,805.1,20181012104530
2018/10/12,10:45:32,55.5,46.4,825.7,20181012104532
2018/10/12,10:45:34,55.0,47.2,845.3,20181012104534
2018/10/12,10:45:36,55.1,48.2,862.8,20181012104536
2018/10/12,10:45:38,55.9,49.2,877.6,20181012104538
2018/10/12,10:45:40,57.4,50.2,889.0,20181012104540
2018/10/12,10:45:42,59.3,51.2,896.5,20181012104542
2018/10/12,10:45:44,61.8,52.2,899.8,20181012104544
2018/10/12,10:45:46,64.6,53.1,898.7,20181012104546
2018/10/12,10:45:48,67.6,53.8,893.3,20181012104548
